Tweet,Intelligence,Determination,Calmness,Politeness,Aggression,Sophistication,Incoherence,Rudeness,Stupidity,Articulation,Unsophistication,Laziness
Yall bet not be giving ANY money to a mog with gray hair playingon buckets next to road!,3,4,2,2,4,2,3,3,2,3,4,2
If anyone need a good furance installer for LOW fuck with me uknow I got it (info),2,4,2,1,3,1,4,3,3,2,5,2
Imma speak on this perp that work at Lowes once I'm donedoing this grown up shit...,2,3,2,1,4,1,3,4,3,2,5,3
Maaan I ain't rocked a pair of wheat tims in hella...Icelebrate them coming back lol,3,2,4,3,2,2,3,2,2,3,4,3
I think 2014 will be the year of the Mistress by the waywomen big up Oliva Pope...,3,4,2,2,3,3,2,2,2,3,3,2
Great show tonight! Do you think you can send the furniture backwith Dr. Phil? Those ottomans...,3,2,4,3,1,2,2,1,2,3,3,2
"haha I'm 23, its not forbidden to say for us. I remember kemba walker said it after the UCONNchampionship win. Surprised I was.",3,2,3,3,2,2,2,2,2,3,3,2
"Im jus attracted to rough ass niggahs mane ,ilove a niggah thats bout it but still knohow to treat his ole'lady",2,3,3,2,4,1,3,3,3,2,5,3
"They don't really want it with us, say they want it with us, theydon't don't want it nigga",2,4,2,1,4,1,3,4,3,2,5,2
"man you should hv told me so I can give you your 101class lol""lol I should of",2,2,3,2,1,1,3,2,3,2,4,3
"Ihate everything about moving"" yesss me 2""the freakn worst"" it will bover b4 u no it",2,2,1,2,3,1,4,3,3,2,5,4
"109 hard ""yes gawd""how u get up there so fast"" I'maddicted and now I'm stuck",3,4,2,3,2,2,3,2,2,2,4,3
"If you know that you Betta then the new girl that he on, go head & tell em now u gonnamiss me when I'm gone!!!",2,4,2,1,4,1,3,3,2,2,5,2
The thing that caught my eye is the same thing thatmakes me Change my mind!,4,3,3,3,2,3,2,2,1,4,2,2
"Gettin my hair cut soon,,I need that contact,,.im ah need u to meet me in ya dm Igotta ask u somethin"" kk",2,3,3,2,2,1,3,2,3,2,4,3
I been in the cut getting this money up! I miss my favoritetwins.. Y'all still out bmore?!,2,4,2,2,3,2,3,2,2,2,4,2
I have so much hope in a person ! Reality check : they will NEVER change !!! I'mnot foolin with it !!!,3,4,2,2,4,2,3,3,2,3,4,2
"I have a problem, My phone keep shutting down by it's self what do Ineed to do..... HELP! PLEASE",3,4,2,4,1,2,3,1,2,2,3,2
wrd 2 the wise if u runnin a train on a jank dont evr B the nigga gettin head 1st cuz the head gone B wack cuxshe gone B gettin dicked,2,3,2,1,4,1,4,5,3,2,5,3
So u gone tell me by me bring a gentlemen and the man my motha raised me 2I payed for the pussy?,2,3,2,1,4,1,4,4,3,2,5,3
"Just finished watching sleepy hollow. Its scarey funny, and same time. Its likeyour on a rollercoaster ride.",3,2,3,3,1,2,3,1,2,2,3,2
Why does he make me so mad and then make me love him again? Is that the emotional roller coaster everyone singabout? Excuse me but damn!!!!,3,4,2,2,4,2,3,3,2,3,4,2
Happy for the Jets. They are gonna need all the helpthey can get this season.,3,2,3,3,2,2,1,2,1,3,3,2
Why is it always the GOP who wants to shutdown the gov? Cry babies! Sore losers. ACA is goodfor many and the pocketbook.,3,4,2,2,4,2,2,3,2,3,3,2
Today was really good. I'm so happy to be alive and well. I'm really grateful for all the many thingshe has done for me.!!!√√,4,3,5,5,1,4,2,1,1,4,2,1
"My daughter washed the dishes for some cash. Once she got paid, she said ""i'mrich and in getting richer""!",3,4,3,3,1,2,1,1,1,3,3,2
"If u can't afford to fill up ur gas tank at least once every 2wks, don't buy a SUV.",3,4,2,2,3,2,2,3,2,3,3,2
About to finish cooking on the grill and chill with my wife anddaughter and watch my birds,3,3,4,4,1,2,1,1,1,3,3,2
like you see code words and stuff they use to talk to they man or howthey hide who you are,2,3,2,2,3,1,4,3,3,2,4,3
Man if I have roommates I would make sure sex sounded like a murder scene forget beingrespectful you gone hear that,2,4,1,1,5,1,3,5,3,2,5,2
"I wish I was on this show, I'm all about marvel and I'm one of thebiggest nerds in Indianapolis xD",3,4,3,4,2,2,2,1,1,3,4,2
The only people I owe my loyalty to are those whonever made me questions theirs!!,4,4,3,3,3,4,1,2,1,4,2,2
I got three kids and I told them we gonna make it out the Hood and I rather die beforeI take my words back,4,5,3,2,4,2,2,2,1,3,4,1
"Take me for who I am if you don't like itsuck my dick...."" Well damn",2,4,1,1,5,1,3,5,3,2,5,2
"These Vegas stories wild as fcuk!!! ""She say she was dipping chickenfingers in ranch buttaball NAKED!",2,3,2,2,3,1,4,3,3,2,5,3
Oh well Sneaker Con was dope.... Now LOOK LOUNGE is where uall need to be 2nite.,3,4,3,2,2,2,3,2,2,3,4,2
Imma be gettin hella sex dis wk since Govt workers aint got no jobs. Feel like a18yr old on Fall Break!,2,3,2,1,3,1,3,4,3,2,5,3
"I AINT REALLY REALLY TRIPPIN.IM JUSS GON WATCH N SEE HOW DIS SPANDS OUT (SITS BACK,KICKS FEETUP,N PUTS HANDS BEHIND HEAD)",2,2,4,2,1,1,3,2,3,2,4,4
"My lil freestyle: u ah ok rapper,but i aint snitchin U JUSS MADE DAT MAH HAIRLOOK BETTA DEN YA BITCHES.",2,3,2,1,4,1,4,4,3,2,5,3
Ooohhh snap!!! I aint goin tmr cause i gotta go tuh daeye doctor (dances like Carlton),2,2,3,2,1,1,4,2,3,2,5,3
"""meek mill rap like he came home n saw all his shiton da porch"" JSJSKSKSKSKSJJDDHH LMFAOOOOOOOOOOOO",2,3,1,1,4,1,4,4,3,2,5,3
"AND SOME OF THA MOST UGLIEST BITCHES/NIGGAZ I EVA SAW IN MAH LIFE WAS LIGHT SKINNED.SO STFU WIT ALL DAT ""DARKSKINNED PPL IS UGLY"" SHIT.",2,4,1,1,5,1,3,5,2,2,5,1
"Wanna get blocked? Reply to my tweet wit a mixtape, song,or a video. I WILL FVCKIN JUMP THROUGHDIS SCREEN ON YO ASS.",2,4,1,1,5,1,3,5,3,2,5,2
"kay next time i go tuh a m&g, IM HANDIN DATNIGGA A BOTTLE OF LOTION.",2,3,2,1,4,1,3,4,3,2,5,3
Parents: lemme check yo twitter. Me: ok juss give me a minute-logs out and deletes app-,3,4,4,2,2,2,2,2,1,3,3,2
lmaooo i been tryin fah like 3 months for him tuh see it but he neva noticedit.so i juss stopped trying,3,2,3,3,1,2,3,2,2,2,4,3
"MEEK MILL RAP LIKE HE JUST RAN FROM THE COPS AND HE EXPLAININGWHAT JUST HAPPENED"" ahhh lmfaoo",3,2,2,2,4,1,3,3,3,2,4,3
"MEEK MILL RAP LIKE SOMEBODY ATE HIS LEFTOVER FOOD IN THE FRIDGE BUT THEY ALLSAYING THEY AIN'T DO IT""",3,4,2,2,4,2,3,3,2,3,4,2
"MEEK MILL RAP LIKE SOMEBODY KEEP CUTTING HIM OFF IN THEMIDDLE OF HIS SENTENCE"" CTFUUUUUUUUU",2,3,1,1,4,1,3,4,3,2,5,2
"""aye ik yall niggaz heard dat pop dat dont stop song byfrenchy Montana WATCHU TWERKIN WIDDDD""",2,3,2,1,4,1,3,4,3,2,5,3
"so you can ignore me and go with the same people? lemmespare my own feelings """,3,4,2,2,4,2,3,3,2,3,3,2
Hope tomorrow hurry up and gets here. Can't eat or drink after midnightis going to kill me.,3,4,2,3,2,2,3,2,2,3,3,2
I'm just wondering why you do have a Kentucky blue bike. They didn'thave a red one. Lol,3,2,4,3,1,2,2,1,2,3,3,2
Just lost respect for dicky v calling Arian foster a prostitutebad choice of words vitale,3,2,2,2,3,2,2,3,2,3,3,2
not sure if he smoking he denied it! But crack don't care who smokes it people havesaw the affects for years,2,3,2,2,3,1,4,3,3,2,4,2
yea it's super sad especially when I see cats who use to sell it smoking manwhere did you go wrong,2,1,3,2,1,1,4,2,3,2,4,3
Wondering what in the heck am i doing? What directions i need to take . Ready for Godto reveal somethings to me.,3,3,2,4,1,2,3,1,1,3,3,2
"i didnt ask 7 i figured she wasnt interested, but i text 9 and she may haveto work. She travels alot.",3,3,3,3,2,2,3,2,2,2,3,2
Good morning. It's to early to be playin games like I'm a grown ass man to be dealin with lil ass kid shit soon that note swerve bitch,2,3,1,1,4,1,3,4,3,2,5,2
Think I'm coming down with the flu. I hope I don'tend up in someone's ER,3,2,3,3,1,2,2,1,1,3,3,2
I swear... All I do is fuckin work. I would killto have one Saturday off.!!!!!,3,4,2,2,4,2,3,3,2,3,4,1
"I mean, you try to fuck ANY niccas girl but if a nicca like to many of your girlsstatus updates you get upset...",2,3,2,1,4,1,4,4,3,2,5,3
yea but not against bama and Nick saban. Saban my dude. He the type of coach who sayplay ball fuck everything else.,3,4,2,2,4,2,3,3,2,3,4,2
Idgaf wat a bitch or a nigga thank n fuck allat bstalkin kuz ya breff stank,2,3,1,1,5,1,4,5,4,2,5,3
Yesterday I would have saw 2 boxes but 2 days I saw the 2eyes stepping my game up,2,3,3,2,3,1,4,2,3,2,4,3
I so need a monster combination in my life! Focus on thosebands that make u dance,3,4,2,3,2,2,3,2,2,3,4,2
I love u but if this shit wins the oscar u will thank me ... Cause u know the the weirder the movie themore likely it will win,3,4,2,2,3,2,3,3,2,3,4,2
I never liked Gucci. now everybody sees the royal flop ness monster! He been weak. It shouldn't have taken his breakdownfor it 2 b known,3,4,2,1,4,2,3,4,2,2,4,2
"Missed out on my whole lil ""break"" cause this broad grown ass in here sharpeningpencils like it's her job",2,3,1,1,4,1,3,4,3,2,5,3
I miss hanging out with my boyfriend when its all fun no arguments or nothing the timesI cherish the most sometimes!!!,3,2,4,4,1,3,2,1,1,3,2,2
Then off to my friend house I got some beer I'm about todrink till I pass out..,2,3,2,2,3,1,3,3,3,2,4,3
When I went to LA it was 8 blocks of homeless people and BeverleyHills was a block down..smh,3,2,3,2,2,2,2,3,2,3,3,2
My hair is bogus the gym really took its toll onit..it's sweated the fuck out,2,4,2,1,3,1,3,3,2,2,4,2
Im about to do something big for Hip Hop in 2014. Just remember.DAY OF DESTRUCTION!!!! Game Over.,3,5,2,2,4,3,2,3,2,3,3,1
"I CELEBRATED 1 YEAR OF SOBRIETY ON SEPT 3. ON OCT 6, I'M GIVING BACK.. STAY TUNED FORDETAILS. I UNDERSTAND THE STRUGGLE!!!",4,5,3,4,1,3,1,1,1,4,2,1
A lot of the old school rappers are straight assholes. I would say names but why should I givethem any shine???? Fuckin idiots!!,2,3,1,1,5,1,2,5,2,2,5,2
I hat when a bitch txt me an ask me when I'm cme see her and I say u tel me and she say idk bitch why df u txt me forhoe fuck my whole day,2,3,1,1,5,1,3,5,3,2,5,3
It kill me when hoe tryin play da Niggah job and da Relationship an her job at da same time ..lolno her Niggah a bitch,2,3,2,1,4,1,4,5,3,2,5,3
It crazy why ppl say that gt sme good but 2week later tht fuckin that friend yea she a hoe Dnt kissher cuz that a hoe,2,3,1,1,4,1,4,5,3,2,5,3
"Bitches be claiming they holding they nigga down but while he not around fucking anythingin sight we see y'all""",2,3,2,1,4,1,3,5,3,2,5,2
went to sleep at 10 now I'm up but I'm about toforce myself back to sleep,3,4,4,3,1,2,2,1,1,3,3,3
ok ill go today do I have to use it before I style my hair or can Iput it on it now,3,3,4,3,1,2,2,1,2,3,3,2
This show is all about what you talked about with another bitch at anotherrestaurant or park. The fuck,2,3,1,1,5,1,3,5,3,2,5,2
World war z was good. Didn't think it would end the way it did but it's getting me ampedup for The walking dead,3,4,3,3,2,2,2,1,2,3,3,2
I really need a vacation. I haven't been to the beachat all this summer wtf,3,2,2,2,3,2,2,3,2,3,3,3
- Misa always been FLY!!! Ahead of her Time- she created Ghetto Fabulous-- Stevo Don Diva Magazine,3,4,2,2,3,3,2,2,1,3,3,1
"yes!!! Thats a very touching song, it gives me chills errytime I hear it. I know big bruh smilindown on u:-) RIP Mel",3,2,3,4,1,2,3,1,2,2,4,2
"Dez hoes fo anyone n they know it, it's just dez lames niggas who don't see, dez hoes some hood rats n they it, Iknow exactly where they be",2,3,2,1,4,1,3,4,3,2,5,3
THIS herd 2 kids was living that yolo life at electric zoo. yall betterdo like bran nubian and,2,3,3,2,2,1,4,3,3,2,5,3
"dude wtf lol IF YOU FUCK IN CHURCH YOU DONT NEED A RUBBA ,YOUR COVERED BY THE BLOOD""",2,3,2,1,3,1,4,4,4,2,5,3
"don't discriminate on us little folks Ppl under 5'5 are shifty. Got to keep an eye on themwhen they are around me.""",3,2,2,2,3,2,3,3,3,2,4,2
Im playing fantasy football with my job.. and I got the raven defense and rayrice… I'm getting points.. yesss!!,3,4,3,3,2,2,2,1,1,3,3,2
I was in health/gym when they took the towers out and my principal got on the intercom andgave a speech about terrorism,3,2,3,3,2,2,3,2,2,3,3,2
I be in the gym getting it in man.. When its all said and done twitter n instagram just gonna have to letme flourish in my nakedness,3,4,3,2,3,2,3,2,2,3,4,1
Talk to my student today about GTAV and I must say his description regarding interacting with the game hasme wanting to play it,4,3,4,4,1,3,2,1,1,4,2,2
"I just read the funniest description of Chief keef ""Keef, who has a mop top of noodling dreadlocks that hangpast his eyes shaggy-dog style",3,2,3,3,2,2,2,2,2,3,3,2
Lmao bears fans harassed tony d on twitter like nigga getyour mind right and believe,2,3,2,1,4,1,3,4,3,2,5,3
So how many of you culture snob niggas gonna change your opinion about Yeezus afterseeing that interview now huh?,2,4,2,1,4,1,3,5,3,2,5,2
hopefully its just the quality that threw me off but he also should have waited until next year esp afterthe dope ness of 1,3,2,2,2,3,2,3,3,2,2,3,3
European wine just taste diff man… I was over there a month and a half and drank daily at random and neverhad any bad tasting wine,3,2,4,3,1,2,2,1,2,3,3,2
It totally threw me for a loophole when it came to whatI thought was my preference,3,2,2,3,1,2,4,1,2,2,3,2
Straight cooln.....in relax mode....this cd is the truth......you got down on this one....... I lovekmichelle cause she so real,3,2,4,3,1,2,3,1,2,2,4,3
"Rip Antonio I miss you, that shit crazy how you left so soon,save me a spot ♡",3,2,2,3,1,2,2,1,1,3,3,2
Showing of for twitter tht sht bigg dead cuh yu gone be feeling some type of way when I say Im donewth yo goofy asssz .!,2,3,1,1,4,1,4,5,3,2,5,3
I have an idea..they accept the $3m deal and just give methe $500k they disagree on,3,4,2,2,3,2,2,3,2,3,3,2
What If I Tell U That I Love U But I Got Otha Dudes . && When Im Not With U ImWith My Otha MOVES .,2,3,3,2,3,1,4,3,3,2,5,3
Going through old DM and shit on twitter thinking to myself I wasa freak lol back then,3,2,3,2,1,2,3,2,2,3,4,3
"My favorite songs from Dreamgirls are Move, We Are A Family, IAm Changing, Patience, and Dreamgirls.",3,3,4,4,1,3,1,1,1,4,2,2
I wish I had more hands so I could give all thesefootball posts more thumbs downnn,3,4,2,1,4,2,2,4,2,3,3.5,2
What the deuce. .. I hate the smell of spray tan...this shit gots ta go.,3,2,2,1,3,1,3,4,2,2,4,3
Lucky I ain't have to grow there I would only go there cuz it'sniggas that I know there,2,2,3,1,3,1,3,3,3,2,4,3
I Wanna A Sew In Now.. So I Can Flip AndSwerve Ahaha Im Funny Af,2,3,2,2,1,1,4,2,3,2,5,3
Goin to schnucks to gt every flavor 32oz power-aid 2/$1 lol judge me..but u probably want one,3,4,4,2,1,1,3,2,2,2,4,3
Feeling dwn ..but this chocolate cupcake is gona make me smile :) lol judgeme all u want !,3,2,3,3,1,2,2,2,2,3,3,2
Dude plz dnt say anything ignorant to me ..ur the one who looks silly smh I cant live inpeace in the world lol,2,3,2,1,4,1,3,4,3,2,5,3
I can't believe that the Bravo network didn't bleep finger when he flipped Madison thebird on that photo taken.,3,2,2,1,4,2,2,4,2,3,4,2
be sure to bring it by the crib 1 day during the week so I canbe the only 1 here,3,4,2,2,3,2,2,3,2,3,4,3
Some of you or all of you might not read this but my dream is to make it within the pros and hopefully withme live streaming it'll help,3,4,3,3,1,2,2,1,1,3,3,1
Statistic show that 99/ 100 men who text back K getfriend zone by a woman,2,3,3,2,3,2,3,3,3,2,4,3
Why does my last day of work before vacation have to be so damn stressful im going to need a goodas massage after thid day...,3,3,2,2,3,2,2,3,2,3,3,2
"Confession Thursdays: if ur ass had a 100 bill in it, could I give you changeto go wit it lol",2,3,3,1,2,1,3,3,4,2,5,4
man Turn Up.. dm who you gotta to be non angry..that shitcauses gray hairs and wrinkles,2,3,2,1,4,1,3,4,3,2,5,3
going to Charlotte for the day Saturday. But ill be here tonight. I needto find something to do,3,2,3,3,1,2,2,1,1,2,3,2
"Aww, look at me trying to stay loyal asf & Niggaskeep talking to me !!",2,3,2,2,3,1,3,3,2,2,4,3
"Music stimulates your brain's frontal lobe, increasing your attention span & ability toprocess explains alot about peers",4,3,3,3,2,4,2,2,1,4,2,2
I need a big bottle of patron. And a bag oflimes... Ill be all set,3,4,3,2,3,2,3,2,2,3,4,3
Sometimes a person don't know a good thing even if it was toslap them in the face!,3,4,2,2,4,2,3,3,2,3,4,2
Miley Cyrus is campaigning for that black card and that line from Jay wasa boost to her ego.,3,2,2,2,3,2,2,3,2,3,3,2
Some people in this world hate others for no reason that'swhy I say fuck em,3,4,2,1,4,2,2,4,2,3,4,2
I hate when my nigga spend the night I'm always no sleep game dating fatniggas Tuh damn stop snoring,2,3,2,1,4,1,3,4,3,2,5,3
Ok enough of this jay z .. Let me play this newjuicy j track real quick,3,4,2,2,3,2,2,3,2,3,4,2
"If Zimmerman walks, black people will be mad 2 days then will forget all about it.Fake ass civil rights activist",3,4,2,2,4,2,2,4,2,3,3,2
I am not about to let the past repeat itself..... ugh the ShitI have to go through...,3,4,2,2,3,2,2,3,1,3,3,1
"I Don't Care Bout Nothing But Me And My Money, We Never Breaking Up. It's Team US. No OneWill Ever Come Between US.",2,4,3,1,4,1,2,3,3,2,5,2
"Then they want u to b committed""same thing with these young boys thoughbut they lie about it",3,2,2,2,3,2,3,3,2,2,4,2
Pitt defense is trash. Not taking anything away from Winston but hell I prollycould throw on they defense,2,3,2,1,4,1,3,4,3,2,5,3
"and lame as fuck! Except Leroy, u can tell he a real nigga,even CT wants no problems",2,3,2,1,4,1,3,4,3,2,5,3
two Wands max 3 if u on good behavior I will be carrying all cash andcards for both ... Lol,3,4,3,2,3,2,3,2,2,2,4,3
"I see y'all tryin to get blazed !!!but y'all ain't even try to offer nobody none,the saying is ""puff puff giveMOTHER***** and get high !!",2,3,2,1,4,1,3,4,3,2,5,3
Ughhhhhh I wanna go to my bestfwenddd funeral but I don't have no way... Sleep Tight See yousoon or later: ( R.I.p,2,3,3,3,1,1,4,2,3,2,5,3
placing the blame on others other than looking in mirror is alil unhealthy...everyonebeing wrong instead of self?,4,3,3,3,2,3,2,2,1,4,2,1
I got the biggest smile on my face because of you and all yo beautifulness justbeing all beautiful and stuff.#saturdayromance,3,2,4,4,1,2,3,1,2,2,4,3
