Row,Original Index,Text,Intelligence,Determination,Calmness,Politeness,Aggression,Sophistication,Incoherence,Rudeness,Stupidity,Articulation,Unsophistication,Laziness
1210,1211,"Dez hoes fo anyone n they know it, it's just dez lames niggas who don't see, dez hoes some hood rats n they it, Iknow exactly where they be
",2,3,1,1,4,1,2,5,2,3,4,1
1211,1212,"THIS herd 2 kids was living that yolo life at electric zoo. yall betterdo like bran nubian and
",3,4,2,2,3,2,4,3,2,3,3,2
1212,1209,"- Misa always been FLY!!! Ahead of her Time- she created Ghetto Fabulous-- Stevo Don Diva Magazine
",4,3,3,3,2,5,2,1,1,4,1,2
1213,1214,"don't discriminate on us little folks Ppl under 5'5 are shifty. Got to keep an eye on themwhen they are around me.""
",2,3,2,1,4,1,3,4,3,2,4,2
1214,1213,"dude wtf lol IF YOU FUCK IN CHURCH YOU DONT NEED A RUBBA ,YOUR COVERED BY THE BLOOD""
",3,2,2,1,3,1,3,4,2,2,4,2
1215,1215,"Im playing fantasy football with my job.. and I got the raven defense and rayrice… I'm getting points.. yesss!!
",3,3,2,3,2,2,2,1,2,3,3,2
1216,1216,"I was in health/gym when they took the towers out and my principal got on the intercom andgave a speech about terrorism
",3,2,3,3,2,2,2,1,2,3,2,1
1217,1217,"I be in the gym getting it in man.. When its all said and done twitter n instagram just gonna have to letme flourish in my nakedness
",3,4,2,2,3,2,3,2,2,3,4,2
1218,1218,"Talk to my student today about GTAV and I must say his description regarding interacting with the game hasme wanting to play it
",4,3,3,4,2,4,1,1,1,4,2,2
1219,1220,"Lmao bears fans harassed tony d on twitter like nigga getyour mind right and believe
",3,3,2,1,3,2,2,3,2,3,2,2
1220,1221,"So how many of you culture snob niggas gonna change your opinion about Yeezus afterseeing that interview now huh?
",3,2,2,2,3,3,2,3,2,3,2,2
1221,1219,"I just read the funniest description of Chief keef ""Keef, who has a mop top of noodling dreadlocks that hangpast his eyes shaggy-dog style
",4,3,2,3,2,2,3,2,1,3,3,2
1222,1222,"hopefully its just the quality that threw me off but he also should have waited until next year esp afterthe dope ness of 1
",4,3,2,4,1,4,2,1,2,3,2,2
1223,1223,"European wine just taste diff man… I was over there a month and a half and drank daily at random and neverhad any bad tasting wine
",4,3,4,3,2,4,2,1,2,3,1,2
1224,1226,"Rip Antonio I miss you, that shit crazy how you left so soon,save me a spot ♡
",3,4,2,5,1,3,2,1,2,3,2,2
1225,1225,"Straight cooln.....in relax mode....this cd is the truth......you got down on this one....... I lovekmichelle cause she so real
",4,3,5,4,2,3,2,1,2,3,2,2
1226,1227,"Showing of for twitter tht sht bigg dead cuh yu gone be feeling some type of way when I say Im donewth yo goofy asssz .!
",3,4,2,1,4,2,3,4,2,3,4,2
1227,1224,"It totally threw me for a loophole when it came to whatI thought was my preference
",4,3,2,3,2,4,2,2,2,4,2,2
1228,1228,"I have an idea..they accept the $3m deal and just give methe $500k they disagree on
",4,3,2,1,3,2,2,3,2,4,2,1
1229,1230,"Going through old DM and shit on twitter thinking to myself I wasa freak lol back then
",3,2,2,2,2,3,2,2,2,3,2,2
1230,1229,"What If I Tell U That I Love U But I Got Otha Dudes . && When Im Not With U ImWith My Otha MOVES .
",2,3,2,1,4,2,3,3,2,3,3,2
1231,1232,"I wish I had more hands so I could give all thesefootball posts more thumbs downnn
",2,3,1,1,3,2,2,4,2,2,3,2
1232,1234,"Lucky I ain't have to grow there I would only go there cuz it'sniggas that I know there
",3,2,3,3,2,3,1,2,2,3,2,2
1233,1231,"My favorite songs from Dreamgirls are Move, We Are A Family, IAm Changing, Patience, and Dreamgirls.
",4,3,3,4,2,4,2,1,1,4,2,2
1234,1233,"What the deuce. .. I hate the smell of spray tan...this shit gots ta go.
",4,3,2,3,2,3,3,1,2,4,2,2
1235,1235,"I Wanna A Sew In Now.. So I Can Flip AndSwerve Ahaha Im Funny Af
",2,3,2,2,3,2,4,3,2,3,3,2
1236,1237,"Feeling dwn ..but this chocolate cupcake is gona make me smile :) lol judgeme all u want !
",4,3,3,4,2,3,2,1,2,4,2,2
1237,1236,"Goin to schnucks to gt every flavor 32oz power-aid 2/$1 lol judge me..but u probably want one
",3,4,2,3,1,2,4,2,2,2,4,2
1238,1238,"Dude plz dnt say anything ignorant to me ..ur the one who looks silly smh I cant live inpeace in the world lol
",3,4,2,1,4,2,2,4,2,3,3,1
1239,1239,"I can't believe that the Bravo network didn't bleep finger when he flipped Madison thebird on that photo taken.
",3,3,2,2,3,3,2,3,2,3,2,2
1240,1240,"be sure to bring it by the crib 1 day during the week so I canbe the only 1 here
",4,4,3,3,2,4,1,1,2,4,1,2
1241,1241,"Some of you or all of you might not read this but my dream is to make it within the pros and hopefully withme live streaming it'll help
",4,5,3,3,2,3,2,2,2,4,2,2
1242,1243,"Why does my last day of work before vacation have to be so damn stressful im going to need a goodas massage after thid day...
",4,3,2,4,1,3,2,1,1,4,2,1
1243,1242,"Statistic show that 99/ 100 men who text back K getfriend zone by a woman
",2,2,1,1,2,1,2,2,2,2,2,2
1244,1244,"Confession Thursdays: if ur ass had a 100 bill in it, could I give you changeto go wit it lol
",3,2,2,1,1,2,3,2,2,3,3,2
1245,1245,"man Turn Up.. dm who you gotta to be non angry..that shitcauses gray hairs and wrinkles
",3,2,2,2,1,2,2,2,2,2,2,2
1246,1246,"going to Charlotte for the day Saturday. But ill be here tonight. I needto find something to do
",4,3,4,4,2,4,2,1,2,4,2,2
1247,1247,"Aww, look at me trying to stay loyal asf & Niggaskeep talking to me !!
",3,4,2,2,3,2,2,3,2,3,3,2
1248,1248,"Music stimulates your brain's frontal lobe, increasing your attention span & ability toprocess explains alot about peers
",4,3,3,4,2,4,1,1,1,4,2,2
1249,1249,"I need a big bottle of patron. And a bag oflimes... Ill be all set
",3,4,2,3,2,2,2,2,2,3,3,2
1250,1250,"Sometimes a person don't know a good thing even if it was toslap them in the face!
",4,3,2,3,2,3,2,2,2,3,2,2
1251,1251,"Miley Cyrus is campaigning for that black card and that line from Jay wasa boost to her ego.
",2,3,2,1,3,2,2,3,2,2,3,2
1252,1253,"I hate when my nigga spend the night I'm always no sleep game dating fatniggas Tuh damn stop snoring
",2,3,1,1,4,1,4,4,2,2,4,3
1253,1252,"Some people in this world hate others for no reason that'swhy I say fuck em
",3,4,2,1,5,2,3,5,2,3,4,2
1254,1254,"Ok enough of this jay z .. Let me play this newjuicy j track real quick
",3,4,2,2,3,2,2,2,2,3,4,2
1255,1256,"I am not about to let the past repeat itself..... ugh the ShitI have to go through...
",4,5,2,3,2,4,2,2,1,4,2,1
1256,1255,"If Zimmerman walks, black people will be mad 2 days then will forget all about it.Fake ass civil rights activist
",2,3,1,1,4,1,3,4,2,2,4,1
1257,1257,"I Don't Care Bout Nothing But Me And My Money, We Never Breaking Up. It's Team US. No OneWill Ever Come Between US.
",3,5,2,1,5,2,1,4,2,3,4,2
1258,1259,"Pitt defense is trash. Not taking anything away from Winston but hell I prollycould throw on they defense
",2,3,2,1,3,2,2,4,2,2,3,2
1259,1262,"I see y'all tryin to get blazed !!!but y'all ain't even try to offer nobody none,the saying is ""puff puff giveMOTHER***** and get high !!
",3,2,2,1,2,2,1,2,2,3,2,2
1260,1263,"Ughhhhhh I wanna go to my bestfwenddd funeral but I don't have no way... Sleep Tight See yousoon or later: ( R.I.p
",4,3,2,4,1,3,1,1,1,4,2,2
1261,1258,"Then they want u to b committed""same thing with these young boys thoughbut they lie about it
",3,2,2,1,3,2,3,2,2,3,3,2
1262,1261,"two Wands max 3 if u on good behavior I will be carrying all cash andcards for both ... Lol
",3,3,2,2,2,2,2,2,2,3,2,2
1263,1260,"and lame as fuck! Except Leroy, u can tell he a real nigga,even CT wants no problems
",3,4,2,1,4,2,3,4,2,2,3,2
1264,1265,"I got the biggest smile on my face because of you and all yo beautifulness justbeing all beautiful and stuff.#saturdayromance
",3,3,2,2,1,2,2,1,2,3,2,2
1265,1264,"placing the blame on others other than looking in mirror is alil unhealthy...everyonebeing wrong instead of self?
",4,3,2,2,3,3,2,3,3,3,3,2
1266,1266,"Chris Tucker might be on da buttas bc u cant still be funny for allthese yrs. He got tendencies.
",2,3,2,2,2,2,3,2,2,2,3,2
1267,1267,"Can't we all just get along?? There's enough room for everyone. I stay in my own lane. So why arethey still worried?? Never Ends
",4,3,5,4,1,3,1,1,2,4,2,1
1268,1268,"My lil vacay was much needed! My mind didn't run AS much...nowit's back to becoming a
",4,3,3,4,2,4,2,1,1,4,2,1
1269,1272,"Why would you be screaming for your life and your armed and he's not...thatmakes no sense to me
",3,3,2,2,3,2,2,2,2,3,3,1
1270,1269,"But for real tho....if I find the nicca who brought Svedka to my cribima kick they ass out.
",3,4,2,1,5,2,3,4,2,3,4,2
1271,1273,"CBS I would hope that Big Bro would do everything in its power to get ridof this RACIST AARYN girl.
",4,3,2,2,3,3,2,3,1,4,2,1
1272,1276,"Sooo all the ppl that worked for Securitas been let go from CTA huh? Where all the ""badbitches"" gonna work now? Lol
",3,2,2,1,1,2,2,3,2,3,3,1
1273,1271,"I need a sugar daddy!"" they take good care of u ""that's Wht I hear! Shit
",2,3,2,2,3,2,2,2,2,3,3,2
1274,1274,"the best one is her and her sister got the same baby daddy.And aint een know it!
",2,3,2,1,3,1,3,2,2,2,4,2
1275,1275,"Nothing more disappointing than having the feeling of major shits. Running to bathroom. Covering seat and nothing butloud ass gas comes out
",3,2,2,3,1,2,3,1,1,3,2,2
1276,1270,"Leave me the f**ck alone thats what you better do..funerals stay on schedule.. I don't even care about thecharges ,if they ain't federal!
",3,4,1,1,5,2,2,5,2,4,4,1
1277,1277,"How You Got A Nigga Wit A Wheel But Ya Ass On The Broad Street Line Ya Pussy Must Not Be ThatGood For A Car Ride
",2,3,1,1,4,2,3,5,2,2,3,2
1278,1279,"Ppl without responsibility or don't have nothing to lose will pull u down"" try to anyway !!!
",3,4,2,2,3,3,2,3,2,3,2,1
1279,1280,"For the record Bruhz CAN'T HOOP! Also Techies are socially awkward. I have accepted both sterotypes althothey don't apply 2 me
",2,3,2,1,1,2,2,3,2,2,4,2
1280,1278,"I'm not sure the storyline will go that way, but who knows. There is always twistsand turns on that show
",4,3,3,4,2,4,2,1,2,4,2,2
1281,1281,"Like ya don't understand no matter how much bs we go through thismy straight nigga 4real 4real
",2,3,2,1,4,1,3,4,2,2,4,2
1282,1282,"I have heard some ppl (women) try to say a 3some was 2 guys and 1gal...but ok cool...clear now sir.
",2,3,2,1,2,1,2,2,2,2,3,2
1283,1284,"Relationships end because once they have you, they stop doing the things that it took to getyou in the first place.true!
",3,3,2,3,2,3,2,2,2,4,2,2
1284,1283,"I miss the early 2000's defenses and I want to seethem again. Should be nice.
",4,3,3,4,2,3,2,1,2,4,2,2
1285,1286,"U eva see a mog in a car and ur 1st thought is ""I hope dats hisbaby momma whip""? No? Nvm
",3,2,2,1,3,2,4,4,2,2,4,2
1286,1285,"Think I'm bout to go order this 2 $20 with anappetizer just for myself"" greedy
",3,2,2,3,1,2,2,2,2,3,3,2
1287,1287,"Sustainability is sooo SEXY! Not a lifestyle but a way oflife for those with style.
",4,3,3,4,2,5,2,1,1,4,1,2
1288,1289,"If u gone be my ole lady we RIDE R DIE them hoes cross you illl jump off anhit one in the eye.
",3,4,2,3,4,2,2,3,2,3,3,2
1289,1291,"Hi I'm dejhanae love 101it is so fun to be on tweet and tanks for all of it andbey form dejhanae love 101
",3,4,3,4,2,3,2,1,2,3,2,2
1290,1290,"Lmaoooo !!! One day ima flame Jordan soo good ...he gon let meoff with it ..one day
",3,4,2,1,3,2,3,2,2,3,3,2
1291,1292,"Everytime I get Chinese, I like the first five bites then Iwanna throw the rest away
",3,2,2,3,1,2,2,2,2,3,2,2
1292,1293,"And you ""I cant wait till shit blows over so I can get back to jokes and bullshit..."" types arereally irking my damm soul
",3,2,1,2,3,2,2,4,2,2,3,2
1293,1294,"Don't invite me over your house if you don't have AC..""realshit imastand yo ass up everytime
",2,2,1,1,2,2,1,3,2,3,3,2
1294,1288,"Im ready to eat mean while im on a mission to find ppl who want tobe models for my hw
",3,4,2,3,2,3,2,2,2,3,2,2
1295,1296,"Off work. Budweiser connect called with a bunch of free beer. I don't drink that shit anymore butu can't beat free! Lol
",3,2,2,2,1,2,3,1,2,3,3,2
1296,1295,"lol. Lol,! Yu so silly ! You needs be picking some ofthese THOTS new weave !
",2,2,1,1,2,1,4,3,2,2,3,2
1297,1297,"that's just my due date only 4% women have their babies on the actual due day,im just readyfor him to be out
",3,4,2,3,2,3,2,2,1,4,2,1
1298,1298,"Confession Thursdays: I like sexy ankles and I can not lie. If you got ugly ones pleaae do not applyLmao. *song in my head
",3,2,2,1,3,2,3,3,2,3,3,2
1299,1299,"World of Tanks Xbox360 beta is alot of fun, but so far its much more simple then the PC.hopefullythis just for the beta.
",4,3,3,4,2,3,2,2,2,3,2,2
1300,1300,"hey if ya talented u will always have a job in my eyes...or am I taking supplyand demand theory 2 far?
",3,4,2,4,2,3,2,1,2,4,2,1
1301,1301,"EXACTLY my point!!! GZ himself said on the 911 tape ""he's running now"". TM was afraid & running awayfrom GZ. Also GM told
",4,3,2,2,3,3,2,2,2,3,2,1
1302,1302,"These kids are picking up on my vibe I gotta find away to turn this around...
",4,3,2,3,2,3,2,1,2,4,2,2
1303,1303,"I feel so dead without my phone but finally got some music soim managing time without it
",3,2,2,3,1,2,2,1,2,3,3,2
1304,1305,"I just suddenly got the craving for chilli cheese fries afterseeing a picture on facebook
",3,2,3,4,2,2,2,1,2,3,3,2
1305,1304,"Got me like dam, where my homies Fuck it, it's jusme.. Can't hold me back
",3,4,2,1,3,2,3,3,2,3,4,2
1306,1307,"Just booked deb for her charger I told her I was coming back downhere today yea aight lol
",2,3,2,1,2,2,1,3,2,3,3,2
1307,1306,"If I call ur phone how u dont answer but text were they do thatat lls"" lol they busy
",3,2,2,2,1,2,3,2,2,2,3,2
1308,1308,"kaman cant protect the rim tho, they should shoot for a younger bigwho main focus is defense.
",4,3,2,3,2,3,2,2,1,4,2,1
1309,1311,"7venCity LIVE 4th of July Hookah Bash at Midnight Kings (318 N. Charles St) Powered by X105.1 Radio- Ladies free before 11
",3,4,2,3,3,3,2,2,2,3,2,2
1310,1312,"This juror is pissing me off. She clearly sympathizes with the ignorant belief thatall black people look ""suspicious"".
",4,3,2,1,5,2,3,4,3,3,4,1
1311,1313,"If someone tries to constantly break u dwn ..wat does tht mean !? U envy me or jealous ..ion boast noram I ignorant ..idk .....
",4,3,3,3,2,3,2,2,1,4,2,2
1312,1309,"I hear him in the background talkin I jus put a big ass coolaid smile on my face
",3,2,4,3,2,2,2,1,2,3,2,2
1313,1314,"What's up with this Mia girl? Is she a crack head? I need for them to revealthat on the show ASAP
",2,3,2,1,3,2,3,4,4,2,4,2
1314,1310,"I Have Another 3 Bed Room House Brand New Everything Section 8Ready Inbox If Your Interested!!
",3,4,2,3,2,3,2,2,2,3,2,2
1315,1316,"Fuk wit me wrong take me out my zone n ill nock the mutha fukin snow off of yo cone my niggas man itstank in this bitch mus
",3,4,2,1,5,2,3,4,2,3,4,2
1316,1315,"I would be you know how y'all act so good look oryou jut make it yourself
",4,3,4,5,2,4,2,2,1,4,1,2
1317,1318,"Lmao I'm on a drought so the next nigga that I have sex with, WE GO TOGETHER cause I ain'tWith the drought life ""
",1,2,1,1,3,1,5,5,5,1,5,1
1318,1319,"Over this designer talk on my time line....you buying that shit off of acrack head it's voided G.
",3,2,2,1,4,2,3,4,2,3,3,2
1319,1317,"i want to know what is going on in the world, but all the news cares about is thisbaby. get over it already.
",3,3,2,2,3,2,1,3,2,3,3,2
1320,1321,"yeah I kno So Jalen was doing the line to and I hope they dnt give yu nothin long hopefully they doyu how they did Jewanna
",2,2,2,2,1,1,4,1,2,2,4,2
1321,1320,"It is not America's duty to intervene in other counties civilwars. Obama needs to chill
",3,2,2,3,2,3,2,2,2,3,2,2
1322,1322,"Any OC that calls a running play up the middle on third and longshould not be coaching FB
",4,3,2,2,3,3,2,3,2,4,2,2
1323,1323,"Omw to My doc visit better have good news I can'ttake no more bad news
",3,4,2,3,2,3,2,1,1,3,2,1
1324,1326,"Wheres the farmers market in Como? I need some fresh greens in mylife.""u aint bout that life
",4,3,3,4,1,4,2,1,1,4,2,2
1325,1325,"The point is 100$ is a big difference to a lot of people and many don't carefor kinect or want it.
",4,3,3,2,2,3,2,2,1,4,2,2
1326,1324,"Yet Again Didn't Do Shit For My Bday Man This Shit So Fuckin Crazy Everything I Wanna Do Mfers Can't Help Or Join In ButFuck Yal I'm Good .
",3,4,2,1,4,2,3,5,2,3,2,2
1327,1328,"Man I remember my homeboy burst in an abandon house whensome crack heads were fucking.....
",3,4,2,1,3,2,3,2,2,3,3,2
1328,1329,"New haven strap hangers are rude an obnoxious. No one offers a pregnant woman aseat on a train! Assholes.
",3,4,2,1,4,2,1,5,2,3,4,1
1329,1327,"Good Morning. God's plan for your life far exceeds the circumstancesof your day. Be Blessed.
",4,3,4,5,1,4,1,1,1,4,1,1
1330,1331,"Finally up from my nap, guess i will go hang with my moms until turnup time with my girlies
",3,2,3,3,2,2,2,2,2,3,3,2
1331,1333,"I have tried it and while not the easiest thing I have done realized it can be solooking forward to the challenge
",4,4,3,4,1,3,1,1,1,4,2,2
1332,1330,"People claim they want to work and need jobs but dont take the job when youcall them. So fuckin stupid
",3,3,2,2,3,2,2,3,2,3,2,2
1333,1332,"Eet yellow bone thank i call her honey mustard that damn lilwayne crazy as a bih
",2,3,2,1,4,1,3,4,2,2,4,2
1334,1334,"I think I'm gonna go through my clothes again on Friday and see what I can sell.I need room and space
",4,3,3,4,2,3,1,1,1,4,2,2
1335,1335,"If u love a girl just get her pregnant. She might not stop being a Hoe but at least she'llhave to text u back""
",2,3,1,1,4,1,2,4,5,2,4,1
1336,1336,"Want on the hubby to come back with the loud and finish thewashing and clean the house
",3,4,2,1,3,2,2,3,2,3,3,4
1337,1338,"Would you walk away from 4yr-10.5m guaranteed overseas to play on a 1yr-1m contract in the NBA? Questionfor my bros that hoop...
",4,5,3,4,3,4,2,2,1,4,2,2
1338,1337,"Cuz it makes a differnt. If u think Like to spend money to take u out just becauseI would need background info...
",4,3,3,4,2,4,1,2,1,4,2,2
1339,1340,"Black ppl gotta have a cover charge, high ass drink prices, cover chargegoes up every 5 minutes..
",2,3,1,1,4,1,3,4,2,2,4,2
1340,1342,"Lmao mfs sayin Chief keef n GBE still at da betawards at the metal detectors
",3,2,2,1,3,2,3,4,2,3,3,2
1341,1341,"everywhere has them on preorder I've been trying to buy some forthe last month or two
",3,4,2,3,1,2,2,1,2,3,3,2
1342,1339,"Im tryna take this shit over next year.. I got a plan!""Aye Bro you still SSU
",4,5,2,3,4,3,2,3,2,4,2,1
1343,1343,"I see how they do it in the D feed you lobster ravioli then put you out to stay with granny..well grannyJoyce im on the way
",4,3,2,2,3,3,2,2,1,3,2,2
1344,1344,"At the end of the day a niggah will be a niggah and if you play with me i will show thats something you should know atthe end of the day
",3,4,2,2,4,2,3,3,2,3,4,2
