Text,Intelligence,Kindness,Sophistication,Aggression,Emotional,Laziness,Factual,AAVE Line
That’s just my due date. Only 4% of women have their babies on the actual due date. I’m just readyfor him to be out.,2.0,7.0,6.0,1.0,8.0,3.0,9.0,"that's just my due date only 4% women have their babies on the actual due day,im just readyfor him to be out"
"Confession Thursdays: I like sexy ankles and I cannot lie. If you have ugly ones, please do not apply-I'm laughing my ass off. This is from a song playing in my head",4.0,2.0,6.0,7.0,5.0,8.0,1.0,Confession Thursdays: I like sexy ankles and I can not lie. If you got ugly ones pleaae do not applyLmao. *song in my head
"World of Tanks Xbox 360 Beta is a lot of fun, but so far it's much more simple than the PC. Hopefullythis is just for the beta",6.0,7.0,4.0,3.0,8.0,9.0,8.0,"World of Tanks Xbox360 beta is alot of fun, but so far its much more simple then the PC.hopefullythis just for the beta."
If you’re talented you will always have a job in my eyes...or am I taking supplyand demand theory too far?,8.0,7.0,6.0,2.0,8.0,4.0,9.0,hey if ya talented u will always have a job in my eyes...or am I taking supplyand demand theory 2 far?
"These kids are picking up how I feel, I have to find a way to turn this around",3.0,8.0,6.0,5.0,9.0,2.0,1.0,These kids are picking up on my vibe I gotta find away to turn this around...
"I feel so dead without my phone, but finally got some music, soI'm managing my time without it",4.0,3.0,6.0,5.0,7.0,8.0,2.0,I feel so dead without my phone but finally got some music soim managing time without it
I suddenly have a craving for chili cheese fries afterseeing a picture on Facebook.,4.0,8.0,6.0,2.0,7.0,9.0,3.0,I just suddenly got the craving for chilli cheese fries afterseeing a picture on facebook
"If I call your phone how come you don't answer, but text- where you say\""laughing like shit\"". I'm laughing- they're busy",4.0,6.0,5.0,7.0,8.0,3.0,0.0,"If I call ur phone how u dont answer but text were they do thatat lls"" lol they busy"
I just tricked Deb to give me her charger. I told her I was coming back downhere today. Yeah right. That's funny,4.0,2.0,1.0,6.0,8.0,7.0,3.0,Just booked deb for her charger I told her I was coming back downhere today yea aight lol
I can hear him in the background talking and it just put a big kool-aid smile on my face,4.0,6.0,5.0,2.0,8.0,3.0,2.0,I hear him in the background talkin I jus put a big ass coolaid smile on my face
"I have another 3 bedroom house,  entirely brand new. Section 8is ready- contact me if you are interested",4.0,6.0,5.0,7.0,8.0,2.0,3.0,I Have Another 3 Bed Room House Brand New Everything Section 8Ready Inbox If Your Interested!!
"7venCity LIVE 4th of July Hookah Bash, Midnight Kings, 318 N. Charles St. Powered by X105.1 Radio.Ladies are free before 11:00 PM",4.0,1.0,3.0,2.0,4.0,1.0,8.0,7venCity LIVE 4th of July Hookah Bash at Midnight Kings (318 N. Charles St) Powered by X105.1 Radio- Ladies free before 11
"If someone is constantly trying to break you down, what does that mean? I'm not sure if they are envious or jealous. I am not pompous nor am I ignorant.",6.0,9.0,8.0,4.0,7.0,2.0,8.0,If someone tries to constantly break u dwn ..wat does tht mean !? U envy me or jealous ..ion boast noram I ignorant ..idk .....
"I would be, you guys are aware of the manner that you carry yourselves, so thanks for looking out or,you can just make it yourself",8.0,9.0,7.0,2.0,8.0,4.0,0.0,I would be you know how y'all act so good look oryou jut make it yourself
"If you fuck with me wrong, and take me out of my zone, I'll knock the motherfucking snow off of your cone, my pals. Man, itstinks in this bitch",4.0,2.0,1.0,9.0,6.0,0.0,3.0,Fuk wit me wrong take me out my zone n ill nock the mutha fukin snow off of yo cone my niggas man itstank in this bitch mus
"I want to know what is going on in the world, but all the news cares about is thisbaby. Get over it already",6.0,8.0,4.0,7.0,9.0,3.0,5.0,"i want to know what is going on in the world, but all the news cares about is thisbaby. get over it already."
I’m over this designer talk on my timeline..... you’re buying that shit off of a crackhead. It’s voided.,4.0,2.0,3.0,8.0,6.0,1.0,5.0,Over this designer talk on my time line....you buying that shit off of acrack head it's voided G.
Any Offensive Coordinator that calls a running play up the middle on third and longshould not be coaching football.,6.0,8.0,5.0,9.0,7.0,3.0,9.0,Any OC that calls a running play up the middle on third and longshould not be coaching FB
On my way to my doctor visit I hope I have some good news I can nottake anymore bad new,4.0,8.0,3.0,1.0,6.0,7.0,5.0,Omw to My doc visit better have good news I can'ttake no more bad news
"I didnt do much again for my birthday its crazy.  Everything I want to do includes friends who are unable to assist me or join but,Fuck you all I will be okay",3.0,2.0,4.0,9.0,8.0,6.0,0.0,Yet Again Didn't Do Shit For My Bday Man This Shit So Fuckin Crazy Everything I Wanna Do Mfers Can't Help Or Join In ButFuck Yal I'm Good .
The point is $100 is a hug difference to a lot of people and a lot of them don't care for an xbox kinect or want it,2.0,3.0,4.0,6.0,5.0,8.0,1.0,The point is 100$ is a big difference to a lot of people and many don't carefor kinect or want it.
Where’s the farmers market in Como? I need some fresh greens in mylife. You’re not about that life.,4.0,2.0,1.0,0.0,6.0,9.0,8.0,"Wheres the farmers market in Como? I need some fresh greens in mylife.""u aint bout that life"
Good morning. God's plan for your life goes beyond the circumstancesof your day. Be blessed,7.0,9.0,8.0,2.0,6.0,4.0,10.0,Good Morning. God's plan for your life far exceeds the circumstancesof your day. Be Blessed.
"People claim that they want to work, and they need jobs, but don't take the job when youcall them, it's stupid",2.0,1.0,3.0,7.0,4.0,6.0,5.0,People claim they want to work and need jobs but dont take the job when youcall them. So fuckin stupid
I’m finally up from my nap. I guess I will go hang with my mom until turnup time with my girlies.,4.0,8.0,5.0,0.0,7.0,9.0,6.0,"Finally up from my nap, guess i will go hang with my moms until turnup time with my girlies"
"I tried it, and while not the easiest thing I have done, I realized it can be easy, soI'm looking forward to the challenge",8.0,7.0,6.0,2.0,9.0,4.0,5.0,I have tried it and while not the easiest thing I have done realized it can be solooking forward to the challenge
I think I'm gonna go through my clothes again on Friday and see what I can sell.I need space,6.0,9.0,8.0,2.0,7.0,4.0,5.0,I think I'm gonna go through my clothes again on Friday and see what I can sell.I need room and space
"I want my husband to come back with the laundry, finishwashing, and clean the house",4.0,9.0,7.0,6.0,8.0,2.0,10.0,Want on the hubby to come back with the loud and finish thewashing and clean the house
"Would you walk away from a four year, ten and a half million dollar contract, guaranteed overseas to play on a one year, one million dollar contract in the NBA? Questionfor my brothers that play basketball",6.0,7.0,8.0,5.0,6.0,8.0,9.0,Would you walk away from 4yr-10.5m guaranteed overseas to play on a 1yr-1m contract in the NBA? Questionfor my bros that hoop...
Everywhere has them on pre-order. I've been trying to but some forthe last month or two,4.0,7.0,5.0,6.0,8.0,2.0,3.0,everywhere has them on preorder I've been trying to buy some forthe last month or two
"I see how they do it in the D: feed you lobster ravioli, then put you out to stay with grandmother. Well, GrandmotherJoyce, I'm on the way",2.0,4.0,1.0,7.0,6.0,3.0,0.0,I see how they do it in the D feed you lobster ravioli then put you out to stay with granny..well grannyJoyce im on the way
"Stop, you aren't able to go. Ticket prices are too highbecause they are at $500 right now",4.0,6.0,5.0,8.0,7.0,2.0,9.0,shut up you ain't trying to go. Tickets are too highthey are 500 right now.
Hey I am angry how you introduced me to this show and it is only one season! You know I go through a lot of television like a crack addict goes through insurance money,4.0,2.0,3.0,8.0,6.0,7.0,1.0,Aye I'm mad at u putting me on this show and its only 1 season! U know I blow thru series like acrack head thru insurance money!
"For sure, and normally I don't, that is what is annoying me more, I think... and that's all. I appreciate it, my dude",4.0,7.0,6.0,8.0,9.0,2.0,5.0,fa sho and I normally don't thats whats pissing me of more I think.. and thats100. Appreciate it my dude
"I know the crowd, dude please PLEASE don't stage diveto the remix",2.0,4.0,6.0,7.0,3.0,5.0,1.0,Lmfao I know the crowd like nigga please PLEASE don't stage dives/o to the remix !
"\""It's only let me to complete awesomeness at all times. It's only led me toawesome truth and awesomeness.\",4.0,2.0,3.0,6.0,1.0,7.0,5.0,"""It's only led me to complete awesomeness at all times. It's only led me toawesome truth and awesomeness. """
"No, but I think I'm going to check out \""The Killing\"" on Netflix next.What's that Donovan show about",8.0,7.0,9.0,6.0,8.0,4.0,5.0,"naw, but I think imm check out ""the killing"" on netflix next.What's dat Donovan show about?"
"You're preaching to the choir chief, I had a Chevy Corsica and gotgood action in it. That's funny",4.0,6.0,2.0,7.0,5.0,8.0,1.0,"u preaching to choir chief, I had a chevy corsica and gotgood action in it lol"
Just got back into South Carolina.  Trying to find somethingto do.  Any ideas,7.0,9.0,6.0,2.0,8.0,3.0,7.0,just touched back down in dat SC... Tryin to find somethingto get into... Any ideas?
"But wait, I'm really up. My phone is really active about something. The few four or five people I talk to every dayare when I sleep and at work",4.0,7.0,6.0,5.0,8.0,9.0,0.0,But wait I really be up like my phone be popping on something the lil 4-5 people I talk to everydayis sleep and at work
I am so grateful that God is speaking and I am hearing. Ministry is inme and I must do,4.0,9.0,6.0,2.0,8.0,1.0,7.0,I am so gratful that God is speaking and I am hearing. Ministry is all inme and I must do.
"I’m tired of this shit, man. I’m gone. I’m leaving. Fuck that shit. She wants me goneanyway, man. Damn. Haha. I don’t give a fuck.",6.0,2.0,3.0,9.0,4.0,8.0,1.0,Im tired of dis shit man im gne im leaving fuk dt shit she want me gneanyway man damn ha idgaf
"A little wine has gotten me feeling some type of way! Wow, I'm mad at the bar because they are not open,and they were good as shit. Yes",4.0,1.0,3.0,7.0,8.0,2.0,1.0,"Lil wine got me feeling some type away!"" Yoooooo I'm mad the bar not open theywas good as shit"" yesssssss"
I just held my hand up to this man's muscles in the gym .. They are thesize of my hand..,2.0,4.0,1.0,6.0,5.0,7.0,8.0,I just randomly held my hand up to this dudes muscle in the gym .. His shit is thesize of my hand man...
"I have been working like crazy trying to make him something, but there is not telling what he will do for the paper. This song is dumbbut it sounds good",2.0,3.0,4.0,1.0,2.0,8.0,3.0,"My *** been hustling tryna make him somethin, aint no tellin what he'll do for the paper.... This song is dumbbut i be boppin lol"
I have too much respect for Rachel Jeantel on the show. She tells it like it is!,4.0,6.0,3.0,7.0,8.0,0.0,0.0,I have to much for respect for Rachel Jeantel on the show. Shetells it like it is!
I slept like a rock for four hours. Now I’m wide awake. The life of an insomniac. I’m shaking my head.,6.0,8.0,7.0,2.0,9.0,3.0,8.0,"Slept like a rock for 4 hours. Now, I'm wide awake. Thelife of an insomniac *smh*"
"They are the best boy band ever, making me feel better aboutmyself! Love you guys",4.0,3.0,2.0,1.0,6.0,7.0,2.0,being the best boy band ever and making me feel better aboutmyself! Love you guys! <33333
People like to categorize hip hop as old school or new school. Bullshit! The categories are either good or bad. Wake up,7.0,8.0,5.0,2.0,4.0,3.0,9.0,People like to categorize HipHop as Old School or New School. BULLSHIT!!! The categories are eitherGood or Bad. Wake Up!!!!
"Have you ever noticed people say \""that is funny\"" when they want to acknowledge that you tried to be funny but they do notwant to tell you you were not funny at all",4.0,7.0,6.0,2.0,8.0,3.0,5.0,Have you ever noticed ppl say 'that's funny' when they want to acknowledge you tried to be humorous but don'twant to say you failed
"Dorian is a true African American. He’s been homeless twice, sleeping on his girlfriend’s couch, and has two girlfriends.",4.0,6.0,2.0,7.0,8.0,9.0,1.0,Dorian a true nigga... He been homeless twice (aka sleeping on his girlcouch) and got two girlfriends
I see you’re singing 90’s tunes on my timeline...would you be interested in listening to a 90’s R&B mix?,8.0,9.0,7.0,2.0,6.0,4.0,8.0,I see you singing 90s tunes on my timeline..would you be interested in listeningto a 90s RnB mix?
"I have my outfit for tomorrow. You can catch me on the beach, man, without aconcern for hurting anyone's feelings",4.0,2.0,1.0,8.0,6.0,7.0,5.0,I got my fit for Toma u can catch me on the beach man with agallon of 1800 real tlk
"I was at work and Josh jumps up and says that he has to go to the bathroom. Mr. David replied with, \""Do all the right things.\",4.0,6.0,3.0,2.0,5.0,7.0,8.0,"At work and Josh jumps up and says he has to go to the bathroom. Mr. David replies with,""do all the right things."""
"It's the first of the month, rent is due. If you don't have anything on the table, don't worryabout being a dog catche",4.0,2.0,1.0,5.0,3.0,8.0,6.0,"It's the first of the month, rent is due. If you don't have nothin on the table. You ain't gotta worrybout being a dog catcher.."
"The next thing you know, he is going back to his desk. I came over and said \""stop all that playing in public\"". He then steppedon my shoe and I slappe",3.0,4.0,2.0,7.0,6.0,8.0,1.0,"next thing u know he go back to his desk. I came over and said ""stop all dat playin in public"". He steppeson my shoe, I slapped"
I'm so lost when I log on now...with emojis and new lingo and shit. The world moves way toofast for Kim’s son now.,4.0,6.0,5.0,8.0,7.0,2.0,1.0,I'm so lost when I log on now...emojis and new lingo and shit. The world move way toofast for Kim son now
